eeid,skill,years_experience
E04299,Employee Relations,2
E04299,Payroll,6
E04299,SQL,10
E04299,HR Management,2
E01150,Sales,2
E01150,Account Management,6
E01150,Recruiting,6
E01150,REST API Design,2
E01150,CRM,3
E01150,LangChain,6
E01150,Negotiation,3
E03774,Project Management,2
E03774,SEO,9
E03774,Content Strategy,2
E03774,Data Analysis,4
E03774,Marketing,4
E01638,Budgeting,4
E01638,Accounting,9
E01638,Finance,5
E01638,GCP,10
E01638,Employee Relations,8
E01638,Financial Modeling,10
E01638,Excel,2
E01877,Agile,8
E01877,Stakeholder Management,6
E01877,Negotiation,5
E01877,Excel,7
E01877,Computer Vision,7
E01193,Finance,4
E01193,Accounting,1
E01193,Budgeting,5
E01193,Tableau,3
E01789,Sales,4
E01789,Content Strategy,3
E01789,Account Management,1
E01789,Network Administration,2
E01789,CRM,3
E01422,ETL,4
E01422,SEO,6
E01422,Data Analysis,2
E01422,Marketing,3
E01422,Power BI,6
E00440,Budgeting,10
E00440,Data Analysis,6
E00440,Finance,10
E00440,Power BI,10
E00440,QA/Testing,7
E00440,Excel,2
E00145,Java,6
E00145,Project Management,4
E00145,Data Analysis,3
E00145,Excel,7
E04150,Project Management,2
E04150,Data Analysis,8
E04150,Agile,6
E04150,Network Administration,10
E04150,Stakeholder Management,1
E04150,Excel,3
E02846,SEO,4
E02846,PostgreSQL,4
E02846,Content Strategy,3
E02846,Data Analysis,7
E02846,Marketing,9
E02846,CRM,4
E04247,SEO,7
E04247,Content Strategy,10
E04247,Data Analysis,9
E04247,Marketing,2
E04247,React,6
E02613,Content Strategy,9
E02613,Spark,3
E02613,Data Analysis,2
E02613,Agile,8
E03349,Project Management,5
E03349,Data Analysis,5
E03349,Agile,7
E03349,Financial Modeling,6
E03349,Stakeholder Management,2
E03349,Excel,3
E03648,Sales,3
E03648,Account Management,6
E03648,Flask,1
E03648,CRM,1
E03648,System Design,3
E03648,Cloud Architecture,4
E03648,Negotiation,3
E02192,ETL,1
E02192,DevOps,4
E02192,Marketing,8
E02192,Network Administration,2
E02192,Employee Relations,10
E03981,Java,5
E03981,CI/CD,1
E03981,Deep Learning,2
E03981,AWS,1
E03981,Cloud Architecture,8
E03262,Data Analysis,10
E03262,Go,7
E03262,Marketing,1
E02716,SEO,10
E02716,Network Administration,6
E02716,Marketing,6
E00245,Power BI,1
E00245,Sales,4
E00245,CRM,7
E04123,Azure,8
E04123,Linux,3
E04123,LangChain,5
E04123,DevOps,1
E03471,HR Management,4
E03471,Payroll,8
E03471,C#,6
E03471,Recruiting,4
E03471,QA/Testing,8
E03471,Employee Relations,5
E00717,Employee Relations,7
E00717,ETL,10
E00717,Payroll,8
E00717,HR Management,5
E01966,Backend Development,6
E01966,Power BI,3
E01966,RAG,1
E01966,Kubernetes,4
E01966,SQL,8
E01966,JavaScript,8
E03683,SEO,1
E03683,Content Strategy,1
E03683,Finance,3
E03683,MongoDB,7
E03683,React,5
E03694,Tableau,6
E03694,Network Administration,1
E03694,Deep Learning,10
E03694,Azure,6
E03694,Linux,5
E03694,Cloud Architecture,10
E03694,Cybersecurity,4
E04766,Project Management,10
E04766,FastAPI,9
E04766,Data Analysis,5
E04766,Agile,3
E04766,Flask,7
E04766,Power BI,8
E04766,Stakeholder Management,4
E04766,Excel,3
E01465,Project Management,1
E01465,Data Analysis,10
E01465,Agile,5
E01465,Power BI,6
E01465,TypeScript,5
E01465,Excel,5
E00206,Budgeting,1
E00206,Accounting,8
E00206,FastAPI,1
E00206,Financial Modeling,6
E00206,Excel,8
E04088,Budgeting,5
E04088,Accounting,5
E04088,Finance,8
E04088,Linux,3
E04088,Excel,4
E02066,HR Management,10
E02066,Java,6
E02066,FastAPI,1
E02066,Employee Relations,9
E02066,Financial Modeling,4
E03227,PostgreSQL,2
E03227,DevOps,9
E03227,Computer Vision,8
E03227,Azure,2
E03227,Linux,9
E03227,JavaScript,2
E03227,Cybersecurity,4
E03364,CI/CD,6
E03364,JavaScript,6
E03364,Machine Learning,6
E00607,Content Strategy,4
E00607,Marketing,6
E00607,Machine Learning,9
E00607,Excel,9
E00607,Computer Vision,10
E02258,Tableau,9
E02258,DevOps,7
E02258,Agile,9
E02258,AWS,2
E02258,CRM,9
E02258,Azure,1
E02258,Linux,10
E02258,Cloud Architecture,8
E03681,Payroll,4
E03681,Recruiting,6
E03681,CI/CD,4
E03681,RAG,3
E03681,CRM,1
E03681,Employee Relations,3
E02298,Accounting,9
E02298,Cloud Architecture,4
E02298,CI/CD,7
E02298,Linux,10
E02298,LangChain,3
E02298,SQL,10
E02984,Payroll,3
E02984,SEO,8
E02984,Content Strategy,1
E02984,Data Analysis,3
E02984,Docker,2
E02984,Network Administration,7
E02440,Cloud Architecture,3
E02440,DevOps,2
E02440,Negotiation,3
E04699,Node.js,1
E04699,Backend Development,2
E04699,Content Strategy,6
E04699,RAG,8
E04699,TensorFlow,7
E04699,Stakeholder Management,8
E04699,JavaScript,7
E03579,SEO,6
E03579,Content Strategy,8
E03579,Data Analysis,3
E03579,Marketing,9
E03579,Flask,10
E03579,Stakeholder Management,5
E03579,JavaScript,2
E01649,DevOps,4
E01649,Deep Learning,7
E01649,Azure,9
E01649,Linux,5
E01649,Cloud Architecture,6
E01649,Cybersecurity,2
E04969,Docker,4
E04969,QA/Testing,5
E04969,Employee Relations,3
E04969,AWS,2
E04969,Linux,4
E04969,SQL,9
E04969,JavaScript,9
E04969,Computer Vision,3
E00170,PostgreSQL,10
E00170,Sales,7
E00170,Account Management,8
E00170,CRM,9
E00170,Kubernetes,3
E00170,Negotiation,8
E00955,TensorFlow,4
E00955,FastAPI,2
E00955,React,6
E00955,HR Management,3
E00810,HR Management,4
E00810,Payroll,9
E00810,Data Analysis,1
E00810,Finance,1
E00810,Recruiting,4
E00810,C++,3
E00810,Employee Relations,10
E02798,HR Management,7
E02798,DevOps,2
E02798,Python,8
E02798,CI/CD,9
E02798,Network Administration,10
E02798,Azure,4
E02798,Linux,3
E02798,Cybersecurity,1
E04542,Budgeting,3
E04542,Content Strategy,4
E04542,DevOps,4
E04542,Data Analysis,4
E04542,Marketing,5
E02818,Stakeholder Management,7
E02818,Negotiation,2
E02818,Account Management,3
E02818,CRM,8
E02907,Budgeting,4
E02907,Java,7
E02907,Accounting,1
E02907,Finance,9
E02907,Financial Modeling,6
E02907,SQL,5
E02907,Excel,6
E00023,Node.js,10
E00023,Django,3
E00023,CI/CD,9
E00023,Machine Learning,4
E00023,JavaScript,2
E02391,HR Management,2
E02391,Payroll,2
E02391,Spark,7
E02391,C#,5
E02391,Kubernetes,4
E02391,Recruiting,7
E02391,Employee Relations,6
E01429,DevOps,9
E01429,Recruiting,2
E01429,Network Administration,9
E01429,AWS,7
E01429,Linux,8
E01429,Cloud Architecture,1
E00494,Node.js,3
E00494,Sales,5
E00494,DevOps,2
E00494,Linux,2
E00494,Cybersecurity,2
E00634,Django,4
E00634,Sales,2
E00634,Account Management,5
E00634,Negotiation,8
E00634,CRM,7
E00634,SQL,5
E01249,Project Management,9
E01249,Spark,2
E01249,Agile,8
E01249,System Design,4
E01249,JavaScript,10
E01249,Excel,1
E04683,TensorFlow,4
E04683,Deep Learning,5
E04683,Docker,2
E04683,Cybersecurity,1
E04732,SEO,6
E04732,Data Analysis,3
E04732,Linux,1
E04732,Cloud Architecture,6
E04732,Cybersecurity,10
E03834,Node.js,2
E03834,Go,2
E03834,Backend Development,7
E03834,FastAPI,2
E03834,Frontend Development,7
E03834,SQL,3
E03834,Excel,1
E02923,Project Management,9
E02923,Agile,8
E02923,REST API Design,3
E02923,Azure,9
E02923,Stakeholder Management,7
E02642,HR Management,5
E02642,Payroll,6
E02642,PostgreSQL,2
E02642,Recruiting,7
E02642,Employee Relations,5
E00981,Budgeting,1
E00981,SEO,6
E00981,DevOps,7
E00981,Network Administration,3
E00981,AWS,3
E00981,C++,8
E00981,Azure,2
E04157,SEO,8
E04157,Content Strategy,6
E04157,C#,2
E03528,HR Management,6
E03528,Go,1
E03528,DevOps,4
E03528,Recruiting,5
E03528,Cybersecurity,5
E04547,SEO,4
E04547,Linux,5
E04547,Network Administration,3
E04547,AWS,5
E04415,Project Management,4
E04415,Python,4
E04415,Data Analysis,2
E04415,Agile,10
E04415,Stakeholder Management,3
E04415,Excel,3
E04484,Backend Development,8
E04484,FastAPI,6
E04484,Sales,5
E04484,AWS,9
E02800,Budgeting,6
E02800,Account Management,2
E02800,CRM,4
E02800,MongoDB,3
E02800,Negotiation,5
E04926,Backend Development,6
E04926,Kubernetes,8
E04926,Docker,6
E04926,Machine Learning,7
E04926,TensorFlow,4
E04926,System Design,10
E04926,React,9
E04926,JavaScript,4
E01268,HR Management,1
E01268,Payroll,10
E01268,Java,5
E01268,Recruiting,1
E01268,Employee Relations,5
E01268,Cloud Architecture,8
E04853,Payroll,5
E04853,Sales,1
E04853,Account Management,1
E04853,Scrum,3
E04853,Network Administration,1
E04853,CRM,5
E04853,Negotiation,2
E01209,Payroll,9
E01209,Data Analysis,5
E01209,TensorFlow,4
E01209,Employee Relations,10
E01209,Computer Vision,1
E02024,Sales,4
E02024,PyTorch,9
E02024,Account Management,3
E02024,CRM,5
E02024,TensorFlow,2
E02024,Stakeholder Management,3
E02024,Negotiation,8
E02427,Accounting,1
E02427,Sales,5
E02427,Content Strategy,5
E02427,Account Management,6
E02427,Cloud Architecture,2
E00276,HR Management,2
E00276,Payroll,3
E00276,Account Management,6
E00276,Recruiting,10
E00276,Employee Relations,1
E00951,HR Management,2
E00951,Budgeting,2
E00951,Payroll,3
E00951,Sales,1
E00951,Employee Relations,4
E03248,DevOps,5
E03248,Network Administration,5
E03248,GCP,8
E03248,Cybersecurity,5
E04444,Accounting,1
E04444,Docker,10
E04444,AWS,7
E04444,Azure,3
E04444,Cloud Architecture,9
E04444,Negotiation,10
E04444,Cybersecurity,4
E02307,Kubernetes,5
E02307,Django,1
E02307,Stakeholder Management,2
E02307,Excel,9
E02375,Budgeting,6
E02375,Finance,1
E02375,Financial Modeling,3
E02375,Negotiation,7
E02375,Excel,8
E02375,Computer Vision,6
E02276,Python,8
E02276,Docker,10
E02276,Finance,10
E02276,Linux,7
E02276,Stakeholder Management,7
E02649,Backend Development,7
E02649,SQL,5
E02649,Node.js,7
E00503,Payroll,10
E00503,Docker,3
E00503,C++,3
E00503,Employee Relations,6
E00503,Cloud Architecture,1
E01706,Java,1
E01706,FastAPI,3
E01706,DevOps,4
E01706,Linux,3
E00676,HR Management,3
E00676,Budgeting,1
E00676,Go,4
E00676,Content Strategy,2
E00676,Recruiting,3
E02005,DevOps,2
E02005,Marketing,7
E02005,Azure,3
E02005,Cloud Architecture,6
E02005,SQL,3
E01895,Marketing,1
E01895,Power BI,2
E01895,QA/Testing,5
E01895,Cloud Architecture,2
E01895,Cybersecurity,2
E01396,Stakeholder Management,4
E01396,Deep Learning,5
E01396,Docker,7
E01396,Excel,2
E00749,Linux,7
E00749,Negotiation,3
E00749,Account Management,3
E00749,CRM,7
E01941,Azure,6
E01941,Sales,3
E01941,Negotiation,10
E01941,CRM,9
E01413,HR Management,2
E01413,Sales,10
E01413,Agile,8
E01413,CRM,9
E01413,Negotiation,6
E03928,Linux,10
E03928,Cloud Architecture,5
E03928,Network Administration,4
E03928,Frontend Development,9
E04109,Account Management,5
E04109,AWS,1
E04109,Azure,9
E04109,Linux,5
E04109,React,3
E04109,Cybersecurity,5
E03994,FastAPI,7
E03994,Content Strategy,4
E03994,Deep Learning,3
E03994,TensorFlow,2
E03994,Tableau,2
E00639,Go,8
E00639,Finance,1
E00639,Network Administration,2
E00639,AWS,6
E00639,Azure,6
E00639,Cloud Architecture,1
E00639,Excel,3
E00608,DevOps,6
E00608,Python,3
E00608,CI/CD,6
E00608,QA/Testing,6
E00608,JavaScript,6
E04189,DevOps,9
E04189,Data Analysis,9
E04189,Agile,4
E04189,Network Administration,1
E04189,SQL,6
E02732,SEO,7
E02732,PostgreSQL,4
E02732,Content Strategy,1
E02732,Python,7
E02732,Data Analysis,3
E02732,Marketing,5
E02732,SQL,5
E00324,Budgeting,8
E00324,Project Management,10
E00324,Accounting,7
E00324,Account Management,10
E00324,Finance,6
E00324,Employee Relations,9
E00324,Excel,7
E00518,Budgeting,3
E00518,C#,7
E00518,Accounting,5
E00518,Financial Modeling,7
E00518,Excel,1
E01286,HR Management,6
E01286,SEO,8
E01286,PostgreSQL,8
E01286,Recruiting,1
E01286,Employee Relations,3
E04564,Payroll,9
E04564,CI/CD,3
E04564,REST API Design,7
E04564,Employee Relations,10
E04564,React,2
E02033,Budgeting,2
E02033,Financial Modeling,4
E02033,Excel,5
E00412,Sales,6
E00412,Account Management,9
E00412,Network Administration,9
E00412,QA/Testing,9
E00412,CRM,7
E00412,Negotiation,4
E01844,Budgeting,8
E01844,Accounting,3
E01844,Content Strategy,2
E01844,Finance,7
E01844,Data Engineering,10
E01844,Financial Modeling,7
E01844,Excel,7
E01844,Cybersecurity,7
E00667,Scrum,3
E00667,CI/CD,10
E00667,Python,8
E00667,SQL,2
E02639,Budgeting,8
E02639,Financial Modeling,4
E02639,GCP,6
E02639,Excel,3
E00287,Budgeting,8
E00287,Accounting,2
E00287,Finance,1
E00287,CI/CD,1
E00287,Financial Modeling,7
E00287,Excel,9
E02235,HR Management,1
E02235,Budgeting,5
E02235,Payroll,7
E02235,Account Management,1
E02235,Recruiting,6
E02235,Employee Relations,7
E02720,Sales,6
E02720,Account Management,3
E02720,TypeScript,4
E02720,Stakeholder Management,8
E02720,Negotiation,4
E03583,DevOps,8
E03583,REST API Design,5
E03583,Network Administration,10
E03583,AWS,5
E03583,Azure,10
E03583,Employee Relations,1
E03583,React,3
E03583,Cybersecurity,3
E01188,Payroll,5
E01188,FastAPI,3
E01188,Recruiting,3
E01188,Employee Relations,3
E01188,Negotiation,10
E02428,Python,9
E02428,Network Administration,9
E02428,AWS,7
E02428,React,8
E02428,SQL,10
E02428,Cybersecurity,3
E03289,Project Management,7
E03289,Data Analysis,1
E03289,Agile,2
E03289,REST API Design,6
E03289,GCP,4
E03289,Frontend Development,5
E03289,Stakeholder Management,4
E01947,Budgeting,9
E01947,Accounting,4
E01947,Python,4
E01947,Agile,6
E01947,Frontend Development,1
E01947,Financial Modeling,7
E02024,Deep Learning,5
E02024,React,5
E02024,Flask,2
E04249,Scrum,3
E04249,Project Management,5
E04249,Excel,3
E04249,Agile,1
E01090,HR Management,8
E01090,Sales,2
E01090,Flask,9
E01090,Power BI,1
E01090,CRM,6
E03830,Linux,9
E03830,Cloud Architecture,10
E03830,Docker,4
E03830,Computer Vision,10
E04363,Node.js,10
E04363,Payroll,5
E04363,SEO,8
E04363,Content Strategy,3
E04363,Data Analysis,6
E04363,Marketing,9
E04920,HR Management,1
E04920,Payroll,6
E04920,Recruiting,9
E04920,REST API Design,8
E04920,Employee Relations,8
E03866,Go,3
E03866,SEO,4
E03866,Data Analysis,2
E03866,Finance,4
E03866,CRM,4
E03521,Sales,4
E03521,Account Management,2
E03521,Docker,2
E03521,CRM,5
E03521,Negotiation,6
E04095,Project Management,3
E04095,Data Analysis,3
E04095,Agile,2
E04095,REST API Design,3
E04095,QA/Testing,3
E04095,Stakeholder Management,6
E04095,Excel,3
E04079,System Design,7
E04079,Cloud Architecture,6
E04079,DevOps,3
E01508,Node.js,9
E01508,Spark,4
E01508,Project Management,4
E01508,Python,10
E01508,DevOps,9
E01508,CI/CD,8
E02259,Budgeting,5
E02259,Accounting,5
E02259,Finance,4
E02259,Financial Modeling,1
E02259,SQL,1
E02259,Excel,1
E04972,Finance,3
E04972,Network Administration,5
E04972,AWS,4
E04972,Azure,9
E04972,Linux,2
E04972,Cloud Architecture,8
E04972,Cybersecurity,4
E01834,SEO,6
E01834,Account Management,8
E01834,Network Administration,4
E01834,Linux,3
E01834,Data Engineering,6
E03124,Node.js,8
E03124,FastAPI,1
E03124,Content Strategy,9
E03124,Data Analysis,1
E03124,Marketing,9
E03124,TypeScript,6
E01898,Spark,1
E01898,DevOps,5
E01898,PyTorch,1
E01898,AWS,5
E01898,Cloud Architecture,1
E01898,Stakeholder Management,5
E01898,Cybersecurity,2
E00342,Accounting,3
E00342,FastAPI,6
E00342,Finance,2
E00342,Network Administration,3
E00342,Financial Modeling,10
E03910,Node.js,5
E03910,HR Management,4
E03910,Payroll,6
E03910,Recruiting,9
E03910,AWS,8
E03910,Employee Relations,4
E00862,DevOps,2
E00862,Linux,5
E00862,Deep Learning,3
E00862,AWS,1
E00862,System Design,3
E00862,Financial Modeling,3
E02576,Cloud Architecture,6
E02576,Network Administration,1
E02576,Content Strategy,3
E02576,Cybersecurity,8
E00035,TensorFlow,8
E00035,DevOps,8
E00035,Azure,7
E00035,Cloud Architecture,4
E00035,JavaScript,4
E01832,Budgeting,7
E01832,ETL,4
E01832,Data Analysis,4
E01832,Marketing,2
E01832,Finance,9
E01832,Financial Modeling,6
E01755,Finance,7
E01755,Budgeting,5
E01755,PyTorch,4
E01755,Excel,2
E00465,Power BI,1
E00465,DevOps,3
E00465,Network Administration,9
E02391,Spark,7
E02391,Project Management,3
E02391,PostgreSQL,7
E02391,CRM,3
E02391,Negotiation,3
E04697,DevOps,4
E04697,Network Administration,5
E04697,Java,7
E00371,Sales,9
E00371,Python,3
E00371,CI/CD,3
E00371,AWS,2
E00371,Machine Learning,1
E00371,Employee Relations,6
E00371,React,4
E02992,SEO,9
E02992,Budgeting,8
E02992,Network Administration,3
E02992,Data Analysis,10
E04369,Node.js,2
E04369,Negotiation,8
E04369,Frontend Development,8
E04369,AWS,4
E04369,System Design,3
E04369,Stakeholder Management,4
E04369,React,3
E00592,Azure,2
E00592,Cloud Architecture,4
E00592,Financial Modeling,4
E00592,Agile,5
E03532,Backend Development,3
E03532,DevOps,1
E03532,Flask,7
E03532,TypeScript,1
E03532,Deep Learning,4
E03532,Frontend Development,3
E03532,React,1
E00863,Node.js,4
E00863,DevOps,10
E00863,Python,7
E00863,C++,8
E00863,Financial Modeling,4
E00863,React,8
E03310,Node.js,8
E03310,Payroll,2
E03310,Backend Development,6
E03310,Docker,9
E03310,React,5
E03310,Excel,2
E01883,SEO,6
E01883,Cybersecurity,5
E01883,Data Analysis,8
E01883,Marketing,7
E01242,Backend Development,2
E01242,Kubernetes,1
E01242,DevOps,2
E01242,Accounting,3
E02535,FastAPI,4
E02535,Sales,3
E02535,Docker,7
E02535,GCP,4
E02535,TensorFlow,5
E02535,Financial Modeling,1
E00369,HR Management,4
E00369,Payroll,10
E00369,Go,10
E00369,Recruiting,2
E00369,MongoDB,1
E00369,Employee Relations,7
E00369,Stakeholder Management,3
E03332,DevOps,3
E03332,Network Administration,1
E03332,AWS,2
E03332,Cloud Architecture,3
E03332,SQL,2
E03332,Cybersecurity,4
E03278,Data Engineering,1
E03278,PostgreSQL,2
E03278,Content Strategy,9
E03278,DevOps,5
E03278,Network Administration,9
E03278,Cloud Architecture,2
E02492,Recruiting,5
E02492,React,2
E02492,Payroll,8
E03055,Finance,8
E03055,Budgeting,7
E03055,Financial Modeling,7
E01943,ETL,2
E01943,Sales,1
E01943,Account Management,2
E01943,CRM,8
E01943,Linux,4
E01943,Financial Modeling,10
E01943,Negotiation,8
E01388,HR Management,2
E01388,Payroll,10
E01388,Recruiting,2
E01388,Employee Relations,10
E01388,Excel,2
E00717,Project Management,8
E00717,Agile,8
E00717,Finance,10
E00717,Stakeholder Management,9
E00717,Negotiation,1
E00717,Excel,7
E04637,ETL,6
E04637,Accounting,6
E04637,Sales,4
E04637,Account Management,5
E04637,CRM,8
E03240,Node.js,3
E03240,HR Management,8
E03240,DevOps,2
E03240,Network Administration,6
E03240,Azure,6
E03240,React,10
E03240,Cybersecurity,9
E00340,HR Management,7
E00340,Payroll,4
E00340,Agile,5
E00340,Recruiting,8
E00340,REST API Design,6
E00340,GCP,6
E00340,Employee Relations,8
E04751,Backend Development,2
E04751,DevOps,2
E04751,PyTorch,10
E04751,Docker,7
E04751,Marketing,5
E04751,Kubernetes,3
E04751,JavaScript,6
E04636,Sales,5
E04636,Account Management,2
E04636,CI/CD,3
E04636,CRM,1
E04636,Negotiation,4
E00568,Kubernetes,1
E00568,Account Management,3
E00568,AWS,2
E00568,CRM,1
E00568,Employee Relations,5
E02938,SEO,5
E02938,Accounting,7
E02938,Content Strategy,6
E02938,Data Analysis,6
E02938,Marketing,4
E02938,Finance,6
E02938,React,9
E00555,ETL,10
E00555,Employee Relations,4
E00555,AWS,6
E00555,Linux,9
E00555,Cloud Architecture,4
E00555,Computer Vision,8
E01111,HR Management,1
E01111,Payroll,6
E01111,Go,8
E01111,FastAPI,3
E01111,Scrum,2
E01111,Employee Relations,6
E03149,SEO,2
E03149,Recruiting,4
E03149,AWS,2
E03149,Azure,4
E03149,Linux,3
E03149,Cloud Architecture,5
E00952,FastAPI,2
E00952,Python,10
E00952,Machine Learning,2
E00952,Employee Relations,9
E00952,JavaScript,7
E04380,Spark,1
E04380,NLP,4
E04380,RAG,5
E04380,Azure,6
E04380,Linux,6
E04380,Cloud Architecture,4
E04095,Java,3
E04095,NLP,5
E04095,SEO,7
E04095,Content Strategy,4
E04095,Data Analysis,4
E04994,Spark,1
E04994,Project Management,9
E04994,Azure,1
E04994,Stakeholder Management,1
E04994,Computer Vision,6
E00447,SEO,3
E00447,Content Strategy,10
E00447,Data Analysis,6
E00447,Marketing,10
E00447,Network Administration,3
E00089,HR Management,10
E00089,Payroll,9
E00089,Sales,3
E00089,Recruiting,2
E00089,GCP,8
E00089,Employee Relations,4
E02035,DevOps,3
E02035,TypeScript,4
E02035,Network Administration,8
E02035,AWS,4
E02035,Linux,7
E02035,Cloud Architecture,1
E03595,CRM,6
E03595,DevOps,3
E03595,AWS,5
E03611,Sales,1
E03611,Account Management,4
E03611,REST API Design,1
E03611,CRM,3
E03611,Negotiation,5
E04464,Backend Development,2
E04464,Cloud Architecture,5
E04464,Machine Learning,3
E02135,Django,9
E02135,Content Strategy,9
E02135,AWS,3
E02135,Linux,9
E02135,Financial Modeling,6
E02135,Cybersecurity,1
E01684,Sales,1
E01684,Python,4
E01684,Deep Learning,2
E01684,System Design,6
E01684,TensorFlow,1
E01684,Kubernetes,3
E01684,Stakeholder Management,1
E02968,Budgeting,3
E02968,Sales,4
E02968,Agile,6
E02968,Finance,5
E02968,CI/CD,6
E02968,Financial Modeling,6
E02968,Excel,3
E03362,HR Management,1
E03362,Linux,7
E03362,Recruiting,1
E03362,Employee Relations,8
E03362,Excel,3
E01108,Data Analysis,6
E01108,Go,3
E01108,Marketing,5
E02217,LangChain,9
E02217,Linux,1
E02217,Cloud Architecture,8
E02217,AWS,8
E03519,Cloud Architecture,2
E03519,DevOps,4
E03519,NLP,7
E01967,Tableau,1
E01967,Deep Learning,3
E01967,Negotiation,6
E01967,CRM,5
E01125,Cloud Architecture,5
E01125,DevOps,2
E01125,Frontend Development,4
E03795,Sales,9
E03795,Account Management,5
E03795,Excel,9
E00508,Project Management,1
E00508,C#,10
E00508,Go,3
E00508,Data Analysis,6
E00508,Agile,6
E00508,Stakeholder Management,1
E02047,Payroll,2
E02047,Sales,4
E02047,Account Management,1
E02047,Tableau,10
E02047,Negotiation,9
E01582,HR Management,4
E01582,Account Management,8
E01582,Frontend Development,10
E01582,CRM,5
E01582,Negotiation,6
E02563,HR Management,7
E02563,DevOps,5
E02563,Docker,3
E02563,Machine Learning,1
E02563,React,8
E04872,SEO,4
E04872,Content Strategy,3
E04872,Data Analysis,3
E04872,System Design,3
E04872,JavaScript,6
E03159,HR Management,7
E03159,Payroll,6
E03159,SEO,5
E03159,Content Strategy,4
E03159,Financial Modeling,7
E01337,Budgeting,5
E01337,Finance,2
E01337,Data Engineering,6
E01337,Financial Modeling,4
E01337,Excel,5
E00102,Project Management,2
E00102,FastAPI,2
E00102,DevOps,4
E00102,Network Administration,3
E00102,AWS,4
E00102,Azure,2
E00102,Employee Relations,2
E03637,Backend Development,1
E03637,HR Management,3
E03637,Employee Relations,1
E03455,Excel,8
E03455,Network Administration,8
E03455,AWS,6
E03455,Cybersecurity,3
E03354,Node.js,3
E03354,Backend Development,9
E03354,Data Analysis,9
E03354,Agile,8
E03354,Marketing,5
E01225,Sales,8
E01225,React,3
E01225,Account Management,1
E01225,Flask,10
E01264,HR Management,3
E01264,Recruiting,10
E01264,Payroll,5
E01264,GCP,7
E02274,C#,10
E02274,DevOps,10
E02274,Finance,7
E02274,Machine Learning,3
E02274,Azure,6
E02274,Linux,5
E02274,Cybersecurity,4
E02848,Django,1
E02848,Spark,5
E02848,DevOps,8
E02848,Azure,2
E02848,Cybersecurity,6
E00480,HR Management,8
E00480,Payroll,7
E00480,Docker,7
E00480,Recruiting,1
E00480,Frontend Development,5
E00480,Employee Relations,7
E00203,HR Management,2
E00203,Payroll,8
E00203,PostgreSQL,2
E00203,Employee Relations,6
E00203,SQL,9
E00647,HR Management,3
E00647,Employee Relations,1
E00647,GCP,2
E03296,PyTorch,6
E03296,AWS,4
E03296,Azure,6
E03296,Excel,3
E03296,Cybersecurity,6
E02453,SEO,2
E02453,Content Strategy,1
E02453,Account Management,7
E02453,Data Analysis,4
E02453,Marketing,4
E00647,HR Management,3
E00647,Recruiting,8
E00647,REST API Design,5
E00647,Employee Relations,10
E00647,Negotiation,1
E00647,Excel,8
E02522,Sales,2
E02522,Docker,2
E02522,QA/Testing,4
E02522,Tableau,3
E02522,Negotiation,6
E00459,Node.js,3
E00459,Employee Relations,3
E00459,Recruiting,6
E00459,Payroll,2
E03007,REST API Design,6
E03007,Sales,1
E03007,Negotiation,10
E03007,CRM,7
E04035,Budgeting,10
E04035,Spark,2
E04035,Backend Development,10
E04035,Content Strategy,5
E04035,Finance,6
E00952,HR Management,8
E00952,ETL,6
E00952,Payroll,7
E00952,Django,8
E00952,TypeScript,8
E00952,Recruiting,8
E00952,Employee Relations,3
E03863,Spark,1
E03863,AWS,7
E03863,CRM,3
E03863,Negotiation,3
E03863,JavaScript,10
E02710,Node.js,5
E02710,Python,9
E02710,Flask,5
E02710,AWS,4
E02710,TensorFlow,4
E02710,Kubernetes,8
E02710,React,10
E01895,PostgreSQL,2
E01895,Content Strategy,2
E01895,Project Management,5
E01895,Data Analysis,4
E01339,Django,5
E01339,Scrum,2
E01339,Network Administration,5
E01339,RAG,3
E01339,AWS,3
E01339,Azure,6
E01339,Cybersecurity,3
E02938,CI/CD,6
E02938,Kubernetes,4
E02938,Data Analysis,6
E02938,Agile,8
E03379,Recruiting,10
E03379,Payroll,8
E03379,REST API Design,1
E03379,HR Management,6
E02153,Django,4
E02153,Project Management,7
E02153,Data Analysis,2
E02153,Agile,7
E02153,Excel,7
E00994,Sales,6
E00994,Account Management,8
E00994,Finance,6
E00994,SQL,10
E00994,CRM,9
E00994,AWS,4
E00994,Negotiation,4
E00943,Payroll,7
E00943,PostgreSQL,7
E00943,CI/CD,1
E00943,CRM,5
E00943,Negotiation,5
E00869,HR Management,6
E00869,NLP,8
E00869,FastAPI,3
E00869,Azure,8
E00869,Linux,7
E03457,FastAPI,10
E03457,Kubernetes,3
E03457,Data Analysis,6
E03457,C++,1
E03457,Azure,2
E03457,Linux,1
E03457,React,6
E02193,HR Management,1
E02193,Budgeting,6
E02193,Project Management,3
E02193,Payroll,3
E02193,Recruiting,5
E00577,Finance,9
E00577,Accounting,3
E00577,Computer Vision,4
E00538,REST API Design,7
E00538,Sales,9
E00538,Negotiation,1
E00538,CRM,9
E01415,RAG,3
E01415,Account Management,2
E01415,CRM,2
E00717,Sales,1
E00717,DevOps,4
E00717,Flask,4
E00717,Deep Learning,3
E00717,Negotiation,3
E00225,Budgeting,1
E00225,Accounting,4
E00225,PyTorch,4
E00225,Docker,8
E00225,Finance,1
E00225,Deep Learning,6
E00225,Financial Modeling,2
